ID Cliente;Nome Cliente;Segmento;Cidade;Estado;Pais;Mercado;Regiao
CM-12160;Charles McCrossin;Consumidor;Managua;Managua;Nicaragua;LATAM;Central
JC-15775;John Castell;Consumidor;Bundaberg;Queensland;Australia;APAC;Oceania
LH-16900;Lena Hernandez;Consumidor;Valparaíso de Goiás;Goiás;Brazil;LATAM;South
DV-13045;Darrin Van Huff;Corporativo;Manado;Sulawesi Utara;Indonesia;APAC;Southeast Asia
BT-11530;Bradley Talbott;Outros;Muzaffarpur;Bihar;India;APAC;Central Asia
BM-1650;Brian Moss;Corporativo;Kermanshah;Kermanshah;Iran;EMEA;EMEA
MG-18205;Mitch Gastineau;Corporativo;Thane;Maharashtra;India;APAC;Central Asia
RB-19705;Roger Barcio;Outros;New York City;New York;United States;US;East
FC-14245;Frank Carlisle;Outros;Piedecuesta;Santander;Colombia;LATAM;South
TT-21220;Thomas Thornton;Consumidor;Mixco;Guatemala;Guatemala;LATAM;Central
SJ-20215;Sarah Jordon;Consumidor;Mexico City;Distrito Federal;Mexico;LATAM;North
PB-18805;Patrick Bzostek;Outros;Managua;Managua;Nicaragua;LATAM;Central
RW-19690;Robert Waldorf;Consumidor;Xiamen;Fujian;China;APAC;North Asia
DB-3360;Dennis Bolton;Outros;Kitwe;Copperbelt;Zambia;Africa;Africa
DK-13150;David Kendrick;Corporativo;Berlin;Berlin;Germany;EU;Central
RW-9540;Rick Wilson;Corporativo;Cape Town;Western Cape;South Africa;Africa;Africa
MP-17470;Mark Packer;Outros;New York City;New York;United States;US;East
TB-21625;Trudy Brown;Consumidor;New York City;New York;United States;US;East
MO-17800;Meg O'Connel;Outros;Hamamatsu;Shizuoka;Japan;APAC;North Asia
MR-17545;Mathew Reese;Outros;Jodhpur;Rajasthan;India;APAC;Central Asia
LC-17050;Liz Carlisle;Consumidor;Auckland;Auckland;New Zealand;APAC;Oceania
RA-19885;Ruben Ausman;Corporativo;Beijing;Beijing;China;APAC;North Asia
MG-8145;Mike Gockenbach;Consumidor;Lubumbashi;Katanga;Democratic Republic of the Congo;Africa;Africa
JE-16165;Justin Ellison;Corporativo;Franklin;Wisconsin;United States;US;Central
JK-16090;Juliana Krohn;Consumidor;Omaha;Nebraska;United States;US;Central
EM-13960;Eric Murdock;Consumidor;Nagpur;Maharashtra;India;APAC;Central Asia
DJ-13420;Denny Joy;Corporativo;Villahermosa;Tabasco;Mexico;LATAM;North
BO-11425;Bobby Odegard;Consumidor;Metepec;México;Mexico;LATAM;North
LW-17215;Luke Weiss;Consumidor;New York City;New York;United States;US;East
PJ-19015;Pauline Johnson;Consumidor;Santa Ana;California;United States;US;West
KM-16720;Kunst Miller;Consumidor;Manila;National Capital;Philippines;APAC;Southeast Asia
BG-11695;Brooke Gillingham;Corporativo;Culiacán;Sinaloa;Mexico;LATAM;North
CS-12130;Chad Sievert;Consumidor;Melbourne;Victoria;Australia;APAC;Oceania
MC-17425;Mark Cousins;Corporativo;Mobile;Alabama;United States;US;South
BD-1635;Brian Derr;Consumidor;Al Amarah;Maysan;Iraq;EMEA;EMEA
RF-19345;Randy Ferguson;Corporativo;Barcelona;Catalonia;Spain;EU;South
MG-7680;Maureen Gastineau;Outros;Mashhad;Razavi Khorasan;Iran;EMEA;EMEA
KH-16690;Kristen Hastings;Corporativo;Springfield;Virginia;United States;US;South
CC-12475;Cindy Chapman;Consumidor;Bhavnagar;Gujarat;India;APAC;Central Asia
LT-16765;Larry Tron;Consumidor;Rome;Lazio;Italy;EU;South
BF-10975;Barbara Fisher;Corporativo;Saint-Priest;Rhône-Alpes;France;EU;Central
CJ-12010;Caroline Jumper;Consumidor;Anshan;Liaoning;China;APAC;North Asia
SH-9975;Sally Hughsby;Corporativo;Gyor;Gyor;Hungary;EMEA;EMEA
SL-20155;Sara Luxemburg;Outros;Coyoacán;Distrito Federal;Mexico;LATAM;North
NC-8340;Nat Carroll;Consumidor;Monrovia;Montserrado;Liberia;Africa;Africa
JB-5400;Jennifer Braxton;Corporativo;Johannesburg;Gauteng;South Africa;Africa;Africa
TB-21250;Tim Brockman;Consumidor;Santiago de Cuba;Santiago de Cuba;Cuba;LATAM;Caribbean
PS-18970;Paul Stevenson;Outros;Bogotá;Bogota;Colombia;LATAM;South
BB-11545;Brenda Bowman;Corporativo;Erlangen;Bavaria;Germany;EU;Central
SG-10470;Sheri Gordon;Consumidor;Tbilisi;Tbilisi;Georgia;EMEA;EMEA
SP-20920;Susan Pistek;Consumidor;Bangkok;Bangkok;Thailand;APAC;Southeast Asia
Dp-13240;Dean percer;Outros;Suzhou;Gansu;China;APAC;North Asia
GZ-14470;Gary Zandusky;Consumidor;Reggio nell'Emilia;Emilia-Romagna;Italy;EU;South
AH-10075;Adam Hart;Corporativo;Azcapotzalco;Distrito Federal;Mexico;LATAM;North
CB-2025;Cassandra Brandow;Consumidor;Lublin;Lublin;Poland;EMEA;EMEA
SC-20050;Sample Company A;Outros;Gold Coast;Queensland;Australia;APAC;Oceania
SC-10230;Scot Coram;Corporativo;Elbasan;Elbasan;Albania;EMEA;EMEA
JS-15595;Jill Stevenson;Corporativo;Medan;Sumatera Utara;Indonesia;APAC;Southeast Asia
BS-11380;Bill Stewart;Corporativo;Bandung;Jawa Barat;Indonesia;APAC;Southeast Asia
JL-5130;Jack Lebron;Consumidor;Voronezh;Voronezh;Russia;EMEA;EMEA
AS-10090;Adam Shillingsburg;Consumidor;Huddersfield;England;United Kingdom;EU;North
EL-13735;Ed Ludwig;Outros;Melbourne;Victoria;Australia;APAC;Oceania
FH-14275;Frank Hawley;Corporativo;Palu;Sulawesi Tengah;Indonesia;APAC;Southeast Asia
OT-18730;Olvera Toch;Consumidor;Bethlehem;Pennsylvania;United States;US;East
SM-10320;Sean Miller;Outros;Koumra;Mandoul;Chad;Africa;Africa
PM-19135;Peter McVee;Outros;Ballarat;Victoria;Australia;APAC;Oceania
TS-11430;Tom Stivers;Corporativo;Podgorica;Podgorica;Montenegro;EMEA;EMEA
LS-17245;Lynn Smith;Consumidor;Zapopan;Jalisco;Mexico;LATAM;North
SF-20200;Sarah Foster;Consumidor;Bellingham;Washington;United States;US;West
CM-11815;Candace McMahon;Corporativo;Lahore;Punjab;Pakistan;APAC;Central Asia
FG-14260;Frank Gastineau;Outros;Bordeaux;Aquitaine;France;EU;Central
KN-6705;Kristina Nunn;Outros;Hamadan;Hamadan;Iran;EMEA;EMEA
TB-11520;Tracy Blumstein;Consumidor;Windhoek;Khomas;Namibia;Africa;Africa
JB-15400;Jennifer Braxton;Corporativo;Quetzaltenango;Quezaltenango;Guatemala;LATAM;Central
KH-16510;Keith Herrera;Consumidor;Bacolod City;Western Visayas;Philippines;APAC;Southeast Asia
DL-13330;Denise Leinenbach;Consumidor;Nagpur;Maharashtra;India;APAC;Central Asia
KN-16390;Katherine Nockton;Corporativo;Kwinana;Western Australia;Australia;APAC;Oceania
SV-20935;Susan Vittorini;Consumidor;Wuxi;Jiangsu;China;APAC;North Asia
MD-17860;Michael Dominguez;Corporativo;Sydney;New South Wales;Australia;APAC;Oceania
LS-17200;Luke Schmidt;Corporativo;Deuil-la-Barre;Ile-de-France;France;EU;Central
CM-12445;Chuck Magee;Consumidor;Wollongong;New South Wales;Australia;APAC;Oceania
SS-20140;Saphhira Shifley;Corporativo;Lisbon;Lisboa;Portugal;EU;South
GH-14425;Gary Hwang;Consumidor;Wafangdian;Liaoning;China;APAC;North Asia
SM-20320;Sean Miller;Outros;San Juan de la Maguana;San Juan;Dominican Republic;LATAM;Caribbean
GR-14560;Georgia Rosenberg;Corporativo;Mexico City;Distrito Federal;Mexico;LATAM;North
TS-21370;Todd Sumrall;Corporativo;Chicago;Illinois;United States;US;Central
DH-3675;Duane Huffman;Outros;Antananarivo;Analamanga;Madagascar;Africa;Africa
MM-8280;Muhammed MacIntyre;Corporativo;Ufa;Bashkortostan;Russia;EMEA;EMEA
PM-9135;Peter McVee;Outros;Tehran;Tehran;Iran;EMEA;EMEA
GP-4740;Guy Phonely;Corporativo;Casablanca;Grand Casablanca;Morocco;Africa;Africa
AF-10870;Art Ferguson;Consumidor;Ghent;East Flanders;Belgium;EU;Central
TS-21505;Tony Sayre;Consumidor;Boulogne-Billancourt;Ile-de-France;France;EU;Central
BM-11575;Brendan Murry;Corporativo;Brisbane;Queensland;Australia;APAC;Oceania
AH-10030;Aaron Hawkins;Corporativo;Vienna;Vienna;Austria;EU;Central
AG-10495;Andrew Gjertsen;Corporativo;Xiangtan;Hunan;China;APAC;North Asia
AG-675;Anna Gayman;Consumidor;Vienna;Vienna;Austria;EMEA;EMEA
SW-20755;Steven Ward;Corporativo;Ris-Orangis;Ile-de-France;France;EU;Central
SK-19990;Sally Knutson;Consumidor;Levallois-Perret;Ile-de-France;France;EU;Central
AG-10900;Arthur Gainer;Consumidor;Mexico City;Distrito Federal;Mexico;LATAM;North
AJ-960;Astrea Jones;Consumidor;Casablanca;Grand Casablanca;Morocco;Africa;Africa
MC-7275;Marc Crier;Consumidor;Luts'k;Volyn;Ukraine;EMEA;EMEA
ER-13855;Elpida Rittenbach;Corporativo;Charlotte;North Carolina;United States;US;South
EJ-13720;Ed Jacobs;Consumidor;Singapore;Singapore;Singapore;APAC;Southeast Asia
DH-13675;Duane Huffman;Outros;Stoke-on-Trent;England;United Kingdom;EU;North
HE-14800;Harold Engle;Corporativo;São Paulo;São Paulo;Brazil;LATAM;South
KT-16480;Kean Thornton;Consumidor;Philadelphia;Pennsylvania;United States;US;East
SB-20170;Sarah Bern;Consumidor;Huaibei;Anhui;China;APAC;North Asia
EM-14140;Eugene Moren;Outros;Lehi;Utah;United States;US;West
VT-21700;Valerie Takahito;Outros;Masterton;Wellington;New Zealand;APAC;Oceania
JS-15880;John Stevenson;Consumidor;Seattle;Washington;United States;US;West
BC-11125;Becky Castell;Outros;Whangarei;Northland;New Zealand;APAC;Oceania
NF-18595;Nicole Fjeld;Outros;Kunming;Yunnan;China;APAC;North Asia
RH-9600;Rob Haberlin;Consumidor;Vancouver;British Columbia;Canada;Canada;Canada
CS-11950;Carlos Soltero;Consumidor;Haninge;Stockholm;Sweden;EU;North
CM-12235;Chris McAfee;Consumidor;Carrollton;Texas;United States;US;Central
LW-16825;Laurel Workman;Corporativo;Nasik;Maharashtra;India;APAC;Central Asia
RD-19585;Rob Dowd;Consumidor;Torrevieja;Valenciana;Spain;EU;South
BT-11680;Brian Thompson;Consumidor;Ube;Yamaguchi;Japan;APAC;North Asia
MD-7860;Michael Dominguez;Corporativo;Poltava;Poltava;Ukraine;EMEA;EMEA
CC-12145;Charles Crestani;Consumidor;Regensburg;Bavaria;Germany;EU;Central
XP-21865;Xylona Preis;Consumidor;Mejicanos;San Salvador;El Salvador;LATAM;Central
ML-17410;Maris LaWare;Consumidor;Camagüey;Camagüey;Cuba;LATAM;Caribbean
BS-11665;Brian Stugart;Consumidor;Clamart;Ile-de-France;France;EU;Central
SC-20230;Scot Coram;Corporativo;Los Angeles;California;United States;US;West
QJ-19255;Quincy Jones;Corporativo;Jixi;Heilongjiang;China;APAC;North Asia
RE-19450;Richard Eichhorn;Consumidor;Santo Domingo;Santo Domingo;Dominican Republic;LATAM;Caribbean
CP-2085;Cathy Prescott;Corporativo;Potchefstroom;North-West;South Africa;Africa;Africa
JK-5730;Joe Kamberova;Consumidor;Vladimir;Vladimir;Russia;EMEA;EMEA
HZ-14950;Henia Zydlo;Consumidor;Bordeaux;Aquitaine;France;EU;Central
AR-10570;Anemone Ratner;Consumidor;Perth;Western Australia;Australia;APAC;Oceania
EH-14005;Erica Hernandez;Outros;Burgos;Castile and León;Spain;EU;South
JR-15700;Jocasta Rupert;Consumidor;Kollam;Kerala;India;APAC;Central Asia
PL-18925;Paul Lucas;Outros;Yangon;Yangon;Myanmar (Burma);APAC;Southeast Asia
TC-21145;Theresa Coyne;Corporativo;Mexico City;Distrito Federal;Mexico;LATAM;North
DG-13300;Deirdre Greer;Corporativo;Mexico City;Distrito Federal;Mexico;LATAM;North
Dl-13600;Dorris liebe;Corporativo;Mont-de-Marsan;Aquitaine;France;EU;Central
NC-18415;Nathan Cano;Consumidor;Houston;Texas;United States;US;Central
EB-13930;Eric Barreto;Consumidor;Depok;Jawa Barat;Indonesia;APAC;Southeast Asia
CP-12085;Cathy Prescott;Corporativo;Springfield;Missouri;United States;US;Central
SM-20005;Sally Matthias;Consumidor;Santo André;São Paulo;Brazil;LATAM;South
JR-15670;Jim Radford;Consumidor;Menden;North Rhine-Westphalia;Germany;EU;Central
DL-12925;Daniel Lacy;Consumidor;Wollongong;New South Wales;Australia;APAC;Oceania
FM-14290;Frank Merwin;Outros;Spanish Town;Saint Catherine;Jamaica;LATAM;Caribbean
DP-13165;David Philippe;Consumidor;Thane;Maharashtra;India;APAC;Central Asia
CK-12595;Clytie Kelty;Consumidor;Taupo;Waikato;New Zealand;APAC;Oceania
CM-11830;Cari MacIntyre;Corporativo;Vernon;Upper Normandy;France;EU;Central
PP-18955;Paul Prost;Outros;Seattle;Washington;United States;US;West
MM-17260;Magdelene Morse;Consumidor;Tianjin;Tianjin;China;APAC;North Asia
ME-17320;Maria Etezadi;Outros;Stoke-on-Trent;England;United Kingdom;EU;North
CS-12490;Cindy Schnelling;Corporativo;Chihuahua;Chihuahua;Mexico;LATAM;North
GH-14410;Gary Hansen;Outros;Elx;Valenciana;Spain;EU;South
MC-17635;Matthew Clasen;Corporativo;Santa Cruz de Barahona;Barahona;Dominican Republic;LATAM;Caribbean
LM-7065;Liz MacKendrick;Consumidor;Doha;Ad Dawhah;Qatar;EMEA;EMEA
AR-10510;Andrew Roberts;Consumidor;Velletri;Lazio;Italy;EU;South
JH-15910;Jonathan Howell;Consumidor;Matsubara;Oita;Japan;APAC;North Asia
DK-3375;Dennis Kane;Consumidor;Kinshasa;Kinshasa;Democratic Republic of the Congo;Africa;Africa
EG-13900;Emily Grady;Consumidor;Puteaux;Ile-de-France;France;EU;Central
AS-10630;Ann Steele;Outros;Whakatane;Bay of Plenty;New Zealand;APAC;Oceania
CL-11890;Carl Ludwig;Consumidor;Açu;Rio Grande do Norte;Brazil;LATAM;South
CA-12265;Christina Anderson;Consumidor;Colchester;England;United Kingdom;EU;North
PF-19165;Philip Fox;Consumidor;Sandy Springs;Georgia;United States;US;South
DB-12970;Darren Budd;Corporativo;Montpellier;Languedoc-Roussillon;France;EU;Central
CL-12565;Clay Ludtke;Consumidor;Cleveland;Ohio;United States;US;East
MF-17665;Maureen Fritzler;Corporativo;Chaoyang;Jilin;China;APAC;North Asia
IM-15055;Ionia McGrath;Consumidor;San Francisco;California;United States;US;West
EB-13975;Erica Bern;Corporativo;São Paulo;São Paulo;Brazil;LATAM;South
AA-10315;Alex Avila;Consumidor;Round Rock;Texas;United States;US;Central
MV-17485;Mark Van Huff;Consumidor;Saint-Chamond;Rhône-Alpes;France;EU;Central
JW-15955;Joni Wasserman;Consumidor;Fontenay-aux-Roses;Ile-de-France;France;EU;Central
TS-21610;Troy Staebel;Consumidor;San Francisco;California;United States;US;West
MC-17575;Matt Collins;Consumidor;Joinville;Santa Catarina;Brazil;LATAM;South
JF-5415;Jennifer Ferguson;Consumidor;Casablanca;Grand Casablanca;Morocco;Africa;Africa
AH-10210;Alan Hwang;Consumidor;Colombo;Parana;Brazil;LATAM;South
KD-16345;Katherine Ducich;Consumidor;Surat;Gujarat;India;APAC;Central Asia
PG-18895;Paul Gonzalez;Consumidor;Mérida;Yucatán;Mexico;LATAM;North
HK-14890;Heather Kirkland;Corporativo;Drancy;Ile-de-France;France;EU;Central
RR-19315;Ralph Ritter;Consumidor;Gold Coast;Queensland;Australia;APAC;Oceania
HH-5010;Hilary Holden;Corporativo;Dar es Salaam;Dar Es Salaam;Tanzania;Africa;Africa
SH-20635;Stefanie Holloman;Corporativo;Nuremberg;Bavaria;Germany;EU;Central
AR-10825;Anthony Rawles;Corporativo;Concord;California;United States;US;West
RP-9855;Roy Phan;Corporativo;Beni Mellal;Tadla-Azilal;Morocco;Africa;Africa
LR-17035;Lisa Ryan;Corporativo;Hamburg;Hamburg;Germany;EU;Central
IM-5055;Ionia McGrath;Consumidor;Loubomo;Niari;Republic of the Congo;Africa;Africa
CK-12325;Christine Kargatis;Outros;Troy;Ohio;United States;US;East
AS-285;Alejandro Savely;Corporativo;Kaliningrad;Kaliningrad;Russia;EMEA;EMEA
DK-12985;Darren Koutras;Consumidor;Mejicanos;San Salvador;El Salvador;LATAM;Central
EH-4185;Evan Henry;Consumidor;Ad Diwaniyah;Al Qadisiyah;Iraq;EMEA;EMEA
ML-17395;Marina Lichtenstein;Corporativo;Jakarta;Jakarta;Indonesia;APAC;Southeast Asia
BF-11215;Benjamin Farhat;Outros;Managua;Managua;Nicaragua;LATAM;Central
MB-7305;Maria Bertelson;Consumidor;Kinshasa;Kinshasa;Democratic Republic of the Congo;Africa;Africa
CR-12580;Clay Rozendal;Outros;San Diego;California;United States;US;West
TB-21520;Tracy Blumstein;Consumidor;Philadelphia;Pennsylvania;United States;US;East
KN-16450;Kean Nguyen;Corporativo;Perth;Western Australia;Australia;APAC;Oceania
HR-14770;Hallie Redmond;Outros;Marikina;National Capital;Philippines;APAC;Southeast Asia
CK-12760;Cyma Kinney;Corporativo;Bayonne;Aquitaine;France;EU;Central
RO-9780;Rose O'Brian;Consumidor;Algiers;Alger;Algeria;Africa;Africa
EN-13780;Edward Nazzal;Consumidor;New York City;New York;United States;US;East
AH-10465;Amy Hunt;Consumidor;León;León;Nicaragua;LATAM;Central
AH-10585;Angele Hood;Consumidor;Townsville;Queensland;Australia;APAC;Oceania
RB-9435;Richard Bierner;Consumidor;Kaunas;Kaunas;Lithuania;EMEA;EMEA
AG-525;Andy Gerbode;Corporativo;Ardabil;Ardabil;Iran;EMEA;EMEA
AR-10345;Alex Russell;Corporativo;Mexicali;Baja California;Mexico;LATAM;North
MW-8220;Mitch Webber;Consumidor;Mecca;Makkah;Saudi Arabia;EMEA;EMEA
AH-210;Alan Hwang;Consumidor;Alexandria;Al Iskandariyah;Egypt;Africa;Africa
TH-21235;Tiffany House;Corporativo;Sydney;New South Wales;Australia;APAC;Oceania
LT-7110;Liz Thompson;Consumidor;Pretoria;Gauteng;South Africa;Africa;Africa
HD-14785;Harold Dahlen;Outros;Schwerin;Mecklenburg-Vorpommern;Germany;EU;Central
MC-7575;Matt Collins;Consumidor;Jeddah;Makkah;Saudi Arabia;EMEA;EMEA
MH-18025;Michelle Huthwaite;Consumidor;Lafayette;Louisiana;United States;US;South
CC-2475;Cindy Chapman;Consumidor;Matola;Maputo;Mozambique;Africa;Africa
CM-12190;Charlotte Melton;Consumidor;Mulhouse;Alsace;France;EU;Central
RA-19915;Russell Applegate;Consumidor;Denver;Colorado;United States;US;West
MT-18070;Michelle Tran;Outros;Rueil-Malmaison;Ile-de-France;France;EU;Central
JF-15415;Jennifer Ferguson;Consumidor;Crawley;England;United Kingdom;EU;North
ES-14020;Erica Smith;Consumidor;Madrid;Madrid;Spain;EU;South
CC-12685;Craig Carroll;Consumidor;Vijayawada;Andhra Pradesh;India;APAC;Central Asia
IM-15070;Irene Maddox;Consumidor;Bandung;Jawa Barat;Indonesia;APAC;Southeast Asia
DA-13450;Dianna Arnett;Outros;Tegucigalpa;Francisco Morazán;Honduras;LATAM;Central
SS-10410;Shahid Shariari;Consumidor;Brampton;Ontario;Canada;Canada;Canada
BM-11650;Brian Moss;Corporativo;Columbia;Maryland;United States;US;East
SW-20350;Sean Wendt;Outros;Depok;Jawa Barat;Indonesia;APAC;Southeast Asia
CM-1830;Cari MacIntyre;Corporativo;Johannesburg;Gauteng;South Africa;Africa;Africa
MY-17380;Maribeth Yedwab;Corporativo;Bergen;Hordaland;Norway;EU;North
MS-7830;Melanie Seite;Consumidor;Riyadh;Ar Riyad;Saudi Arabia;EMEA;EMEA
HG-14965;Henry Goldwyn;Corporativo;Lahore;Punjab;Pakistan;APAC;Central Asia
DC-13285;Debra Catini;Consumidor;Mixco;Guatemala;Guatemala;LATAM;Central
DL-13315;Delfina Latchford;Consumidor;London;England;United Kingdom;EU;North
JK-15370;Jay Kimmel;Consumidor;Fernando de la Mora;Central;Paraguay;LATAM;South
CH-2070;Cathy Hwang;Outros;Malayer;Hamadan;Iran;EMEA;EMEA
MH-7440;Mark Haberlin;Corporativo;Mbuji-mayi;Kasai-Oriental;Democratic Republic of the Congo;Africa;Africa
MC-17845;Michael Chen;Consumidor;Gwalior;Madhya Pradesh;India;APAC;Central Asia
PW-19030;Pauline Webber;Corporativo;Southend-on-Sea;England;United Kingdom;EU;North
BS-11590;Brendan Sweed;Corporativo;Thionville;Lorraine;France;EU;Central
DO-13435;Denny Ordway;Consumidor;Srinagar;Jammu and Kashmir;India;APAC;Central Asia
SG-20890;Susan Gilcrest;Corporativo;Villa Nueva;Guatemala;Guatemala;LATAM;Central
SU-20665;Stephanie Ulpright;Outros;Chicago;Illinois;United States;US;Central
JC-16105;Julie Creighton;Corporativo;Gold Coast;Queensland;Australia;APAC;Oceania
TB-21190;Thomas Brumley;Outros;Allahabad;Uttar Pradesh;India;APAC;Central Asia
SV-10785;Stewart Visinsky;Consumidor;Daloa;Haut-Sassandra;Cote d'Ivoire;Africa;Africa
VP-21760;Victoria Pisteka;Corporativo;Madrid;Madrid;Spain;EU;South
LR-16915;Lena Radford;Consumidor;Gorakhpur;Haryana;India;APAC;Central Asia
TH-21550;Tracy Hopkins;Outros;Bangkok;Bangkok;Thailand;APAC;Southeast Asia
TC-11145;Theresa Coyne;Corporativo;Magnitogorsk;Chelyabinsk;Russia;EMEA;EMEA
JL-15235;Janet Lee;Consumidor;Santo Domingo;Santo Domingo;Dominican Republic;LATAM;Caribbean
RK-19300;Ralph Kennedy;Consumidor;Serra;Espírito Santo;Brazil;LATAM;South
CC-12670;Craig Carreira;Consumidor;Florence;Tuscany;Italy;EU;South
DB-13555;Dorothy Badders;Corporativo;Raleigh;North Carolina;United States;US;South
SG-20605;Speros Goranitis;Consumidor;New York City;New York;United States;US;East
MG-17890;Michael Granlund;Outros;Lahore;Punjab;Pakistan;APAC;Central Asia
MA-17560;Matt Abelman;Outros;New York City;New York;United States;US;East
CB-12025;Cassandra Brandow;Consumidor;Jakarta;Jakarta;Indonesia;APAC;Southeast Asia
DH-13075;Dave Hallsten;Corporativo;New York City;New York;United States;US;East
BT-11395;Bill Tyler;Corporativo;Worthing;England;United Kingdom;EU;North
TT-11265;Tim Taslimi;Corporativo;Lublin;Lublin;Poland;EMEA;EMEA
TH-11235;Tiffany House;Corporativo;Baghdad;Baghdad;Iraq;EMEA;EMEA
VG-21790;Vivek Gonzalez;Consumidor;San Luis;San Luis;Argentina;LATAM;South
NW-18400;Natalie Webber;Consumidor;San Luis Potosí;San Luis Potosí;Mexico;LATAM;North
VP-21730;Victor Preis;Outros;Brisbane;Queensland;Australia;APAC;Oceania
SS-20410;Shahid Shariari;Consumidor;Le Chesnay;Ile-de-France;France;EU;Central
JE-15715;Joe Elijah;Consumidor;New York City;New York;United States;US;East
AG-270;Alejandro Grove;Consumidor;Prague;Prague;Czech Republic;EMEA;EMEA
BW-11200;Ben Wallace;Consumidor;Dieppe;Upper Normandy;France;EU;Central
EK-13795;Eileen Kiefer;Outros;San Francisco;California;United States;US;West
SG-20080;Sandra Glassco;Consumidor;Redlands;California;United States;US;West
SC-10725;Steven Cartwright;Consumidor;Bangui;Bangui;Central African Republic;Africa;Africa
AG-10525;Andy Gerbode;Corporativo;Irapuato;Guanajuato;Mexico;LATAM;North
MG-18145;Mike Gockenbach;Consumidor;Bhilwara;Rajasthan;India;APAC;Central Asia
BD-11605;Brian Dahlen;Consumidor;Newcastle;New South Wales;Australia;APAC;Oceania
PB-19105;Peter Bühler;Consumidor;Orange;New South Wales;Australia;APAC;Oceania
SC-20575;Sonia Cooley;Consumidor;Torreón;Coahuila;Mexico;LATAM;North
DO-3435;Denny Ordway;Consumidor;Porto-Novo;Ouémé;Benin;Africa;Africa
CC-12220;Chris Cortes;Consumidor;New York City;New York;United States;US;East
TS-21430;Tom Stivers;Corporativo;Outreau;Nord-Pas-de-Calais;France;EU;Central
AZ-10750;Annie Zypern;Consumidor;León;León;Nicaragua;LATAM;Central
IG-15085;Ivan Gibson;Consumidor;Bourg-en-Bresse;Rhône-Alpes;France;EU;Central
SP-20860;Sung Pak;Corporativo;Mulhouse;Alsace;France;EU;Central
KM-16225;Kalyca Meade;Corporativo;Geelong;Victoria;Australia;APAC;Oceania
KM-6720;Kunst Miller;Consumidor;Kashan;Esfahan;Iran;EMEA;EMEA
MM-18055;Michelle Moray;Consumidor;Herford;North Rhine-Westphalia;Germany;EU;Central
RB-19360;Raymond Buch;Consumidor;Cairns;Queensland;Australia;APAC;Oceania
NC-8415;Nathan Cano;Consumidor;L'viv;L'viv;Ukraine;EMEA;EMEA
SN-20710;Steve Nguyen;Outros;Geelong;Victoria;Australia;APAC;Oceania
DL-3330;Denise Leinenbach;Consumidor;Arbil;Arbil;Iraq;EMEA;EMEA
JG-15115;Jack Garza;Consumidor;Des Moines;Washington;United States;US;West
CJ-11875;Carl Jackson;Corporativo;Brisbane;Queensland;Australia;APAC;Oceania
AY-10555;Andy Yotov;Corporativo;Bradford;England;United Kingdom;EU;North
BV-11245;Benjamin Venier;Corporativo;San Sebastian;Basque Country;Spain;EU;South
PO-9195;Phillina Ober;Outros;Tangier;Tanger-Tétouan;Morocco;Africa;Africa
GZ-4545;George Zrebassa;Corporativo;Blagoveshchensk;Amur;Russia;EMEA;EMEA
PN-18775;Parhena Norris;Outros;Tianjin;Tianjin;China;APAC;North Asia
SC-20800;Stuart Calhoun;Consumidor;Bhilai;Chhattisgarh;India;APAC;Central Asia
AC-10615;Ann Chong;Corporativo;New York City;New York;United States;US;East
VB-21745;Victoria Brennan;Corporativo;Rochester;New York;United States;US;East
TT-11460;Tonja Turnell;Outros;Durres;Durrës;Albania;EMEA;EMEA
AC-10420;Alyssa Crouse;Corporativo;Kunming;Yunnan;China;APAC;North Asia
CG-12040;Catherine Glotzbach;Outros;Wellington;Wellington;New Zealand;APAC;Oceania
TR-11325;Toby Ritter;Consumidor;Dar es Salaam;Dar Es Salaam;Tanzania;Africa;Africa
SC-20440;Shaun Chance;Corporativo;Victoria;Tamaulipas;Mexico;LATAM;North
BT-11305;Beth Thompson;Outros;San Gabriel;California;United States;US;West
JB-15925;Joni Blumstein;Consumidor;Trier;Rhineland-Palatinate;Germany;EU;Central
GW-14605;Giulietta Weimer;Consumidor;Luoyang;Guangdong;China;APAC;North Asia
SC-20725;Steven Cartwright;Consumidor;Petrópolis;Rio de Janeiro;Brazil;LATAM;South
EH-13765;Edward Hooks;Corporativo;Watertown;New York;United States;US;East
YS-21880;Yana Sorensen;Corporativo;Seattle;Washington;United States;US;West
FO-14305;Frank Olsen;Consumidor;Noisy-le-Grand;Ile-de-France;France;EU;Central
RP-19855;Roy Phan;Corporativo;Bangkok;Bangkok;Thailand;APAC;Southeast Asia
AB-10600;Ann Blume;Corporativo;Tucson;Arizona;United States;US;West
KB-16240;Karen Bern;Corporativo;Kalyan;Maharashtra;India;APAC;Central Asia
KA-16525;Kelly Andreada;Consumidor;Mejicanos;San Salvador;El Salvador;LATAM;Central
EM-3960;Eric Murdock;Consumidor;Casablanca;Grand Casablanca;Morocco;Africa;Africa
JD-15790;John Dryer;Consumidor;Semarang;Jawa Tengah;Indonesia;APAC;Southeast Asia
JL-15850;John Lucas;Consumidor;Stuttgart;Baden-Württemberg;Germany;EU;Central
JW-16075;Julia West;Consumidor;Hamilton;Waikato;New Zealand;APAC;Oceania
LL-6840;Lauren Leatherbury;Consumidor;Kinshasa;Kinshasa;Democratic Republic of the Congo;Africa;Africa
